Source,Target,Type,Weight,RouteId,DirectionText,TripHeadSign,PathSeq
2000257,2000247,Directed,1,Q4,SOUTH,SILVER SPRING STATION,48
2000247,2000240,Directed,1,Q4,SOUTH,SILVER SPRING STATION,49
2000240,2000230,Directed,1,Q4,SOUTH,SILVER SPRING STATION,50
2000230,2000219,Directed,1,Q4,SOUTH,SILVER SPRING STATION,51
2000219,2000204,Directed,1,Q4,SOUTH,SILVER SPRING STATION,52
2000204,2001247,Directed,1,Q4,SOUTH,SILVER SPRING STATION,53
2001247,2005431,Directed,1,Q4,SOUTH,SILVER SPRING STATION,54
2005431,70,Directed,1,Q4,SOUTH,SILVER SPRING STATION,55
70,2005469,Directed,1,Q4,SOUTH,SILVER SPRING STATION,56
2001289,2000510,Directed,1,Q6,NORTH,SHADY GROVE STATION,1
2000510,2000514,Directed,1,Q6,NORTH,SHADY GROVE STATION,2
2000514,2000531,Directed,1,Q6,NORTH,SHADY GROVE STATION,3
2000531,2000544,Directed,1,Q6,NORTH,SHADY GROVE STATION,4
2000544,2000554,Directed,1,Q6,NORTH,SHADY GROVE STATION,5
2000554,2000575,Directed,1,Q6,NORTH,SHADY GROVE STATION,6
2000575,2001155,Directed,1,Q6,NORTH,SHADY GROVE STATION,7
2001155,2000596,Directed,1,Q6,NORTH,SHADY GROVE STATION,8
2000596,2000602,Directed,1,Q6,NORTH,SHADY GROVE STATION,9
2000602,2001156,Directed,1,Q6,NORTH,SHADY GROVE STATION,10
2001156,2000644,Directed,1,Q6,NORTH,SHADY GROVE STATION,11
2000644,2001291,Directed,1,Q6,NORTH,SHADY GROVE STATION,12
2001291,2001292,Directed,1,Q6,NORTH,SHADY GROVE STATION,13
2001292,2001293,Directed,1,Q6,NORTH,SHADY GROVE STATION,14
2001293,2000714,Directed,1,Q6,NORTH,SHADY GROVE STATION,15
2000714,2001294,Directed,1,Q6,NORTH,SHADY GROVE STATION,16
2001294,2001295,Directed,1,Q6,NORTH,SHADY GROVE STATION,17
2001295,2001296,Directed,1,Q6,NORTH,SHADY GROVE STATION,18
2001296,2001297,Directed,1,Q6,NORTH,SHADY GROVE STATION,19
2001297,2000798,Directed,1,Q6,NORTH,SHADY GROVE STATION,20
2000798,2000801,Directed,1,Q6,NORTH,SHADY GROVE STATION,21
2000801,2000811,Directed,1,Q6,NORTH,SHADY GROVE STATION,22
2000811,2000819,Directed,1,Q6,NORTH,SHADY GROVE STATION,23
2000819,2000821,Directed,1,Q6,NORTH,SHADY GROVE STATION,24
2000821,2000830,Directed,1,Q6,NORTH,SHADY GROVE STATION,25
2000830,2000837,Directed,1,Q6,NORTH,SHADY GROVE STATION,26
2000837,2000848,Directed,1,Q6,NORTH,SHADY GROVE STATION,27
2000848,2000851,Directed,1,Q6,NORTH,SHADY GROVE STATION,28
2000851,2000853,Directed,1,Q6,NORTH,SHADY GROVE STATION,29
2000853,2000858,Directed,1,Q6,NORTH,SHADY GROVE STATION,30
2000858,2000863,Directed,1,Q6,NORTH,SHADY GROVE STATION,31
2000863,2005509,Directed,1,Q6,NORTH,SHADY GROVE STATION,32
2005509,2001299,Directed,1,Q6,NORTH,SHADY GROVE STATION,33
2001299,2001300,Directed,1,Q6,NORTH,SHADY GROVE STATION,34
2001300,2001301,Directed,1,Q6,NORTH,SHADY GROVE STATION,35
2001301,2000917,Directed,1,Q6,NORTH,SHADY GROVE STATION,36
2000917,2000930,Directed,1,Q6,NORTH,SHADY GROVE STATION,37
2000930,2000927,Directed,1,Q6,NORTH,SHADY GROVE STATION,38
2000927,2001284,Directed,1,Q6,NORTH,SHADY GROVE STATION,39
2001284,2000926,Directed,1,Q6,NORTH,SHADY GROVE STATION,40
2000926,2000929,Directed,1,Q6,NORTH,SHADY GROVE STATION,41
2000929,2001302,Directed,1,Q6,NORTH,SHADY GROVE STATION,42
2001302,2000940,Directed,1,Q6,NORTH,SHADY GROVE STATION,43
2000940,2000949,Directed,1,Q6,NORTH,SHADY GROVE STATION,44
2000949,2000952,Directed,1,Q6,NORTH,SHADY GROVE STATION,45
2000952,2000955,Directed,1,Q6,NORTH,SHADY GROVE STATION,46
2000955,2000960,Directed,1,Q6,NORTH,SHADY GROVE STATION,47
2000960,2000963,Directed,1,Q6,NORTH,SHADY GROVE STATION,48
2000963,2000964,Directed,1,Q6,NORTH,SHADY GROVE STATION,49
2000964,2001283,Directed,1,Q6,NORTH,SHADY GROVE STATION,50
2001283,2000965,Directed,1,Q6,SOUTH,WHEATON STATION,1
2000965,2001031,Directed,1,Q6,SOUTH,WHEATON STATION,2
2001031,2000962,Directed,1,Q6,SOUTH,WHEATON STATION,3
2000962,2000959,Directed,1,Q6,SOUTH,WHEATON STATION,4
2000959,2000956,Directed,1,Q6,SOUTH,WHEATON STATION,5
2000956,2000951,Directed,1,Q6,SOUTH,WHEATON STATION,6
2000951,2000948,Directed,1,Q6,SOUTH,WHEATON STATION,7
2000948,2000941,Directed,1,Q6,SOUTH,WHEATON STATION,8
2000941,2000932,Directed,1,Q6,SOUTH,WHEATON STATION,9
2000932,2000930,Directed,1,Q6,SOUTH,WHEATON STATION,10
2000930,2000927,Directed,1,Q6,SOUTH,WHEATON STATION,11
2000927,2001284,Directed,1,Q6,SOUTH,WHEATON STATION,12
2001284,2000926,Directed,1,Q6,SOUTH,WHEATON STATION,13
2000926,2000929,Directed,1,Q6,SOUTH,WHEATON STATION,14
2000929,2000923,Directed,1,Q6,SOUTH,WHEATON STATION,15
2000923,2000906,Directed,1,Q6,SOUTH,WHEATON STATION,16
2000906,2000901,Directed,1,Q6,SOUTH,WHEATON STATION,17
2000901,2000898,Directed,1,Q6,SOUTH,WHEATON STATION,18
2000898,2003791,Directed,1,Q6,SOUTH,WHEATON STATION,19
2003791,2001030,Directed,1,Q6,SOUTH,WHEATON STATION,20
2001030,2000860,Directed,1,Q6,SOUTH,WHEATON STATION,21
2000860,2000852,Directed,1,Q6,SOUTH,WHEATON STATION,22
2000852,2000850,Directed,1,Q6,SOUTH,WHEATON STATION,23
2000850,2000847,Directed,1,Q6,SOUTH,WHEATON STATION,24
2000847,2000836,Directed,1,Q6,SOUTH,WHEATON STATION,25
2000836,2000827,Directed,1,Q6,SOUTH,WHEATON STATION,26
2000827,2001286,Directed,1,Q6,SOUTH,WHEATON STATION,27
2001286,2000812,Directed,1,Q6,SOUTH,WHEATON STATION,28
2000812,2000809,Directed,1,Q6,SOUTH,WHEATON STATION,29
2000809,2000802,Directed,1,Q6,SOUTH,WHEATON STATION,30
2000802,2000793,Directed,1,Q6,SOUTH,WHEATON STATION,31
2000793,2001287,Directed,1,Q6,SOUTH,WHEATON STATION,32
2001287,2000751,Directed,1,Q6,SOUTH,WHEATON STATION,33
2000751,2000730,Directed,1,Q6,SOUTH,WHEATON STATION,34
2000730,2000721,Directed,1,Q6,SOUTH,WHEATON STATION,35
2000721,2000712,Directed,1,Q6,SOUTH,WHEATON STATION,36
2000712,2001288,Directed,1,Q6,SOUTH,WHEATON STATION,37
2001288,2000674,Directed,1,Q6,SOUTH,WHEATON STATION,38
2000674,2000660,Directed,1,Q6,SOUTH,WHEATON STATION,39
2000660,2000642,Directed,1,Q6,SOUTH,WHEATON STATION,40
2000642,2000619,Directed,1,Q6,SOUTH,WHEATON STATION,41
2000619,2000601,Directed,1,Q6,SOUTH,WHEATON STATION,42
2000601,2000594,Directed,1,Q6,SOUTH,WHEATON STATION,43
2000594,2000583,Directed,1,Q6,SOUTH,WHEATON STATION,44
2000583,2000580,Directed,1,Q6,SOUTH,WHEATON STATION,45
2000580,2005486,Directed,1,Q6,SOUTH,WHEATON STATION,46
2005486,2001160,Directed,1,Q6,SOUTH,WHEATON STATION,47
2001160,2000545,Directed,1,Q6,SOUTH,WHEATON STATION,48
2000545,2000532,Directed,1,Q6,SOUTH,WHEATON STATION,49
2000532,2000516,Directed,1,Q6,SOUTH,WHEATON STATION,50
2000516,2001161,Directed,1,Q6,SOUTH,WHEATON STATION,51
2001161,2001289,Directed,1,Q6,SOUTH,WHEATON STATION,52
1003412,1002963,Directed,1,R12*1,NORTH,GREENBELT STATION,1
1002963,1001411,Directed,1,R12*1,NORTH,GREENBELT STATION,2
1001411,1001525,Directed,1,R12*1,NORTH,GREENBELT STATION,3
1001525,3001270,Directed,1,R12*1,NORTH,GREENBELT STATION,4
3001270,3001305,Directed,1,R12*1,NORTH,GREENBELT STATION,5
3001305,3001334,Directed,1,R12*1,NORTH,GREENBELT STATION,6
3001334,3001347,Directed,1,R12*1,NORTH,GREENBELT STATION,7
3001347,3001366,Directed,1,R12*1,NORTH,GREENBELT STATION,8
3001366,3001395,Directed,1,R12*1,NORTH,GREENBELT STATION,9
3001395,3001498,Directed,1,R12*1,NORTH,GREENBELT STATION,10
3001498,3003329,Directed,1,R12*1,NORTH,GREENBELT STATION,11
3003329,3003330,Directed,1,R12*1,NORTH,GREENBELT STATION,12
3003330,3003331,Directed,1,R12*1,NORTH,GREENBELT STATION,13
3003331,3001633,Directed,1,R12*1,NORTH,GREENBELT STATION,14
3001633,3002891,Directed,1,R12*1,NORTH,GREENBELT STATION,15
3002891,3002892,Directed,1,R12*1,NORTH,GREENBELT STATION,16
3002892,3002893,Directed,1,R12*1,NORTH,GREENBELT STATION,17
3002893,3003332,Directed,1,R12*1,NORTH,GREENBELT STATION,18
3003332,3001780,Directed,1,R12*1,NORTH,GREENBELT STATION,19
3001780,3003333,Directed,1,R12*1,NORTH,GREENBELT STATION,20
3003333,3001911,Directed,1,R12*1,NORTH,GREENBELT STATION,21
3001911,3004099,Directed,1,R12*1,NORTH,GREENBELT STATION,22
3004099,3001943,Directed,1,R12*1,NORTH,GREENBELT STATION,23
3001943,3002006,Directed,1,R12*1,NORTH,GREENBELT STATION,24
3002006,3004363,Directed,1,R12*1,NORTH,GREENBELT STATION,25
3004363,3004154,Directed,1,R12*1,NORTH,GREENBELT STATION,26
3004154,3004156,Directed,1,R12*1,NORTH,GREENBELT STATION,27
3004156,3004093,Directed,1,R12*1,NORTH,GREENBELT STATION,28
3004093,3003334,Directed,1,R12*1,NORTH,GREENBELT STATION,29
3003334,3003335,Directed,1,R12*1,NORTH,GREENBELT STATION,30
3003335,3003336,Directed,1,R12*1,NORTH,GREENBELT STATION,31
3003336,3003337,Directed,1,R12*1,NORTH,GREENBELT STATION,32
3003337,3003338,Directed,1,R12*1,NORTH,GREENBELT STATION,33
3003338,3003339,Directed,1,R12*1,NORTH,GREENBELT STATION,34
3003339,3002209,Directed,1,R12*1,NORTH,GREENBELT STATION,35
3002209,3002202,Directed,1,R12*1,NORTH,GREENBELT STATION,36
3002202,3002272,Directed,1,R12*1,NORTH,GREENBELT STATION,37
3002272,3002276,Directed,1,R12*1,NORTH,GREENBELT STATION,38
3002276,3002287,Directed,1,R12*1,NORTH,GREENBELT STATION,39
3002287,3002305,Directed,1,R12*1,NORTH,GREENBELT STATION,40
3002305,3002330,Directed,1,R12*1,NORTH,GREENBELT STATION,41
3002330,3002326,Directed,1,R12*1,NORTH,GREENBELT STATION,42
3002326,3004152,Directed,1,R12*1,NORTH,GREENBELT STATION,43
3004152,3002301,Directed,1,R12*1,NORTH,GREENBELT STATION,44
3002301,3002313,Directed,1,R12*1,NORTH,GREENBELT STATION,45
3002313,3003340,Directed,1,R12*1,NORTH,GREENBELT STATION,46
3003340,3002348,Directed,1,R12*1,NORTH,GREENBELT STATION,47
3002348,3002359,Directed,1,R12*1,NORTH,GREENBELT STATION,48
3002359,3002362,Directed,1,R12*1,NORTH,GREENBELT STATION,49
3002362,3003463,Directed,1,R12*1,NORTH,GREENBELT STATION,50
3003463,3003565,Directed,1,R12*1,NORTH,GREENBELT STATION,51
3003565,3003787,Directed,1,R12*1,NORTH,GREENBELT STATION,52
3003787,3002578,Directed,1,R12*1,NORTH,GREENBELT STATION,53
3002578,3003302,Directed,1,R12*1,NORTH,GREENBELT STATION,54
3003302,3002579,Directed,1,R12*1,SOUTH,DEANWOOD STATION,1
3002579,3002574,Directed,1,R12*1,SOUTH,DEANWOOD STATION,2
3002574,3003788,Directed,1,R12*1,SOUTH,DEANWOOD STATION,3
3003788,3004160,Directed,1,R12*1,SOUTH,DEANWOOD STATION,4
3004160,3003488,Directed,1,R12*1,SOUTH,DEANWOOD STATION,5
3003488,3002361,Directed,1,R12*1,SOUTH,DEANWOOD STATION,6
3002361,3002357,Directed,1,R12*1,SOUTH,DEANWOOD STATION,7
3002357,3002354,Directed,1,R12*1,SOUTH,DEANWOOD STATION,8
3002354,3002329,Directed,1,R12*1,SOUTH,DEANWOOD STATION,9
3002329,3002315,Directed,1,R12*1,SOUTH,DEANWOOD STATION,10
3002315,3004150,Directed,1,R12*1,SOUTH,DEANWOOD STATION,11
3004150,3004151,Directed,1,R12*1,SOUTH,DEANWOOD STATION,12
3004151,3002328,Directed,1,R12*1,SOUTH,DEANWOOD STATION,13
3002328,3002331,Directed,1,R12*1,SOUTH,DEANWOOD STATION,14
3002331,3002309,Directed,1,R12*1,SOUTH,DEANWOOD STATION,15
3002309,3002275,Directed,1,R12*1,SOUTH,DEANWOOD STATION,16
3002275,3003396,Directed,1,R12*1,SOUTH,DEANWOOD STATION,17
3003396,3002202,Directed,1,R12*1,SOUTH,DEANWOOD STATION,18
3002202,3002210,Directed,1,R12*1,SOUTH,DEANWOOD STATION,19
3002210,3002190,Directed,1,R12*1,SOUTH,DEANWOOD STATION,20
3002190,3002169,Directed,1,R12*1,SOUTH,DEANWOOD STATION,21
3002169,3003307,Directed,1,R12*1,SOUTH,DEANWOOD STATION,22
3003307,3002103,Directed,1,R12*1,SOUTH,DEANWOOD STATION,23
3002103,3002092,Directed,1,R12*1,SOUTH,DEANWOOD STATION,24
3002092,3002056,Directed,1,R12*1,SOUTH,DEANWOOD STATION,25
3002056,3004155,Directed,1,R12*1,SOUTH,DEANWOOD STATION,26
3004155,3004153,Directed,1,R12*1,SOUTH,DEANWOOD STATION,27
3004153,3004358,Directed,1,R12*1,SOUTH,DEANWOOD STATION,28
3004358,3003201,Directed,1,R12*1,SOUTH,DEANWOOD STATION,29
3003201,3001953,Directed,1,R12*1,SOUTH,DEANWOOD STATION,30
3001953,3004098,Directed,1,R12*1,SOUTH,DEANWOOD STATION,31
3004098,3001910,Directed,1,R12*1,SOUTH,DEANWOOD STATION,32
3001910,3001827,Directed,1,R12*1,SOUTH,DEANWOOD STATION,33
3001827,3001774,Directed,1,R12*1,SOUTH,DEANWOOD STATION,34
3001774,3003308,Directed,1,R12*1,SOUTH,DEANWOOD STATION,35
3003308,3001709,Directed,1,R12*1,SOUTH,DEANWOOD STATION,36
3001709,3001672,Directed,1,R12*1,SOUTH,DEANWOOD STATION,37
3001672,3001640,Directed,1,R12*1,SOUTH,DEANWOOD STATION,38
3001640,3001586,Directed,1,R12*1,SOUTH,DEANWOOD STATION,39
3001586,3001552,Directed,1,R12*1,SOUTH,DEANWOOD STATION,40
3001552,3001528,Directed,1,R12*1,SOUTH,DEANWOOD STATION,41
3001528,3001500,Directed,1,R12*1,SOUTH,DEANWOOD STATION,42
3001500,3001389,Directed,1,R12*1,SOUTH,DEANWOOD STATION,43
3001389,3002651,Directed,1,R12*1,SOUTH,DEANWOOD STATION,44
3002651,3001352,Directed,1,R12*1,SOUTH,DEANWOOD STATION,45
3001352,3001330,Directed,1,R12*1,SOUTH,DEANWOOD STATION,46
3001330,3001306,Directed,1,R12*1,SOUTH,DEANWOOD STATION,47
3001306,3003137,Directed,1,R12*1,SOUTH,DEANWOOD STATION,48
3003137,1003410,Directed,1,R12*1,SOUTH,DEANWOOD STATION,49
1003410,1001410,Directed,1,R12*1,SOUTH,DEANWOOD STATION,50
1001410,1003411,Directed,1,R12*1,SOUTH,DEANWOOD STATION,51
1003411,1003412,Directed,1,R12*1,SOUTH,DEANWOOD STATION,52
1003412,1002963,Directed,1,R12,NORTH,GREENBELT STATION,1
1002963,1001411,Directed,1,R12,NORTH,GREENBELT STATION,2
1001411,1001525,Directed,1,R12,NORTH,GREENBELT STATION,3
1001525,3001270,Directed,1,R12,NORTH,GREENBELT STATION,4
3001270,3001305,Directed,1,R12,NORTH,GREENBELT STATION,5
3001305,3001334,Directed,1,R12,NORTH,GREENBELT STATION,6
3001334,3001347,Directed,1,R12,NORTH,GREENBELT STATION,7
3001347,3001366,Directed,1,R12,NORTH,GREENBELT STATION,8
3001366,3001395,Directed,1,R12,NORTH,GREENBELT STATION,9
3001395,3001498,Directed,1,R12,NORTH,GREENBELT STATION,10
3001498,3003329,Directed,1,R12,NORTH,GREENBELT STATION,11
3003329,3003330,Directed,1,R12,NORTH,GREENBELT STATION,12
3003330,3003331,Directed,1,R12,NORTH,GREENBELT STATION,13
3003331,3001633,Directed,1,R12,NORTH,GREENBELT STATION,14
3001633,3002891,Directed,1,R12,NORTH,GREENBELT STATION,15
3002891,3002892,Directed,1,R12,NORTH,GREENBELT STATION,16
3002892,3002893,Directed,1,R12,NORTH,GREENBELT STATION,17
3002893,3003332,Directed,1,R12,NORTH,GREENBELT STATION,18
3003332,3001780,Directed,1,R12,NORTH,GREENBELT STATION,19
3001780,3003333,Directed,1,R12,NORTH,GREENBELT STATION,20
3003333,3001911,Directed,1,R12,NORTH,GREENBELT STATION,21
3001911,3004099,Directed,1,R12,NORTH,GREENBELT STATION,22
3004099,3001943,Directed,1,R12,NORTH,GREENBELT STATION,23
3001943,3002006,Directed,1,R12,NORTH,GREENBELT STATION,24
3002006,3004363,Directed,1,R12,NORTH,GREENBELT STATION,25
3004363,3004154,Directed,1,R12,NORTH,GREENBELT STATION,26
3004154,3004156,Directed,1,R12,NORTH,GREENBELT STATION,27
3004156,3004093,Directed,1,R12,NORTH,GREENBELT STATION,28
3004093,3003334,Directed,1,R12,NORTH,GREENBELT STATION,29
3003334,3003335,Directed,1,R12,NORTH,GREENBELT STATION,30
3003335,3003336,Directed,1,R12,NORTH,GREENBELT STATION,31
3003336,3003337,Directed,1,R12,NORTH,GREENBELT STATION,32
3003337,3003338,Directed,1,R12,NORTH,GREENBELT STATION,33
3003338,3003339,Directed,1,R12,NORTH,GREENBELT STATION,34
3003339,3002209,Directed,1,R12,NORTH,GREENBELT STATION,35
3002209,3002202,Directed,1,R12,NORTH,GREENBELT STATION,36
3002202,3002272,Directed,1,R12,NORTH,GREENBELT STATION,37
3002272,3002276,Directed,1,R12,NORTH,GREENBELT STATION,38
3002276,3002290,Directed,1,R12,NORTH,GREENBELT STATION,39
3002290,3002695,Directed,1,R12,NORTH,GREENBELT STATION,40
3002695,3002693,Directed,1,R12,NORTH,GREENBELT STATION,41
3002693,3002287,Directed,1,R12,NORTH,GREENBELT STATION,42
3002287,3002305,Directed,1,R12,NORTH,GREENBELT STATION,43
3002305,3002330,Directed,1,R12,NORTH,GREENBELT STATION,44
3002330,3002326,Directed,1,R12,NORTH,GREENBELT STATION,45
3002326,3004152,Directed,1,R12,NORTH,GREENBELT STATION,46
3004152,3002301,Directed,1,R12,NORTH,GREENBELT STATION,47
3002301,3002313,Directed,1,R12,NORTH,GREENBELT STATION,48
3002313,3003340,Directed,1,R12,NORTH,GREENBELT STATION,49
3003340,3002348,Directed,1,R12,NORTH,GREENBELT STATION,50
3002348,3002359,Directed,1,R12,NORTH,GREENBELT STATION,51
3002359,3002362,Directed,1,R12,NORTH,GREENBELT STATION,52
3002362,3003463,Directed,1,R12,NORTH,GREENBELT STATION,53
3003463,3003565,Directed,1,R12,NORTH,GREENBELT STATION,54
3003565,3003787,Directed,1,R12,NORTH,GREENBELT STATION,55
3003787,3002578,Directed,1,R12,NORTH,GREENBELT STATION,56
3002578,3003302,Directed,1,R12,NORTH,GREENBELT STATION,57
3003302,3002579,Directed,1,R12,SOUTH,DEANWOOD STATION,1
3002579,3002574,Directed,1,R12,SOUTH,DEANWOOD STATION,2
3002574,3003788,Directed,1,R12,SOUTH,DEANWOOD STATION,3
3003788,3004160,Directed,1,R12,SOUTH,DEANWOOD STATION,4
3004160,3003488,Directed,1,R12,SOUTH,DEANWOOD STATION,5
3003488,3002361,Directed,1,R12,SOUTH,DEANWOOD STATION,6
3002361,3002357,Directed,1,R12,SOUTH,DEANWOOD STATION,7
3002357,3002354,Directed,1,R12,SOUTH,DEANWOOD STATION,8
3002354,3002329,Directed,1,R12,SOUTH,DEANWOOD STATION,9
3002329,3002315,Directed,1,R12,SOUTH,DEANWOOD STATION,10
3002315,3004150,Directed,1,R12,SOUTH,DEANWOOD STATION,11
3004150,3004151,Directed,1,R12,SOUTH,DEANWOOD STATION,12
3004151,3002328,Directed,1,R12,SOUTH,DEANWOOD STATION,13
3002328,3002331,Directed,1,R12,SOUTH,DEANWOOD STATION,14
3002331,3002309,Directed,1,R12,SOUTH,DEANWOOD STATION,15
3002309,3002290,Directed,1,R12,SOUTH,DEANWOOD STATION,16
3002290,3002695,Directed,1,R12,SOUTH,DEANWOOD STATION,17
3002695,3002693,Directed,1,R12,SOUTH,DEANWOOD STATION,18
3002693,3002275,Directed,1,R12,SOUTH,DEANWOOD STATION,19
3002275,3003396,Directed,1,R12,SOUTH,DEANWOOD STATION,20
3003396,3002202,Directed,1,R12,SOUTH,DEANWOOD STATION,21
3002202,3002210,Directed,1,R12,SOUTH,DEANWOOD STATION,22
3002210,3002190,Directed,1,R12,SOUTH,DEANWOOD STATION,23
3002190,3002169,Directed,1,R12,SOUTH,DEANWOOD STATION,24
3002169,3003307,Directed,1,R12,SOUTH,DEANWOOD STATION,25
3003307,3002103,Directed,1,R12,SOUTH,DEANWOOD STATION,26
3002103,3002092,Directed,1,R12,SOUTH,DEANWOOD STATION,27
3002092,3002056,Directed,1,R12,SOUTH,DEANWOOD STATION,28
3002056,3004155,Directed,1,R12,SOUTH,DEANWOOD STATION,29
3004155,3004153,Directed,1,R12,SOUTH,DEANWOOD STATION,30
3004153,3004358,Directed,1,R12,SOUTH,DEANWOOD STATION,31
3004358,3003201,Directed,1,R12,SOUTH,DEANWOOD STATION,32
3003201,3001953,Directed,1,R12,SOUTH,DEANWOOD STATION,33
3001953,3004098,Directed,1,R12,SOUTH,DEANWOOD STATION,34
3004098,3001910,Directed,1,R12,SOUTH,DEANWOOD STATION,35
3001910,3001827,Directed,1,R12,SOUTH,DEANWOOD STATION,36
3001827,3001774,Directed,1,R12,SOUTH,DEANWOOD STATION,37
3001774,3003308,Directed,1,R12,SOUTH,DEANWOOD STATION,38
3003308,3001709,Directed,1,R12,SOUTH,DEANWOOD STATION,39
3001709,3001672,Directed,1,R12,SOUTH,DEANWOOD STATION,40
3001672,3001640,Directed,1,R12,SOUTH,DEANWOOD STATION,41
3001640,3001586,Directed,1,R12,SOUTH,DEANWOOD STATION,42
3001586,3001552,Directed,1,R12,SOUTH,DEANWOOD STATION,43
3001552,3001528,Directed,1,R12,SOUTH,DEANWOOD STATION,44
3001528,3001500,Directed,1,R12,SOUTH,DEANWOOD STATION,45
3001500,3001389,Directed,1,R12,SOUTH,DEANWOOD STATION,46
3001389,3002651,Directed,1,R12,SOUTH,DEANWOOD STATION,47
3002651,3001352,Directed,1,R12,SOUTH,DEANWOOD STATION,48
3001352,3001330,Directed,1,R12,SOUTH,DEANWOOD STATION,49
3001330,3001306,Directed,1,R12,SOUTH,DEANWOOD STATION,50
3001306,3003137,Directed,1,R12,SOUTH,DEANWOOD STATION,51
3003137,1003410,Directed,1,R12,SOUTH,DEANWOOD STATION,52
1003410,1001410,Directed,1,R12,SOUTH,DEANWOOD STATION,53
1001410,1003411,Directed,1,R12,SOUTH,DEANWOOD STATION,54
1003411,1003412,Directed,1,R12,SOUTH,DEANWOOD STATION,55
1003233,1003435,Directed,1,R1,NORTH,ADELPHI,1
1003435,1002588,Directed,1,R1,NORTH,ADELPHI,2
1002588,1002628,Directed,1,R1,NORTH,ADELPHI,3
1002628,1002643,Directed,1,R1,NORTH,ADELPHI,4
1002643,1002670,Directed,1,R1,NORTH,ADELPHI,5
1002670,3001781,Directed,1,R1,NORTH,ADELPHI,6
3001781,3001792,Directed,1,R1,NORTH,ADELPHI,7
3001792,3001805,Directed,1,R1,NORTH,ADELPHI,8
3001805,3001844,Directed,1,R1,NORTH,ADELPHI,9
3001844,3001883,Directed,1,R1,NORTH,ADELPHI,10
3001883,3004205,Directed,1,R1,NORTH,ADELPHI,11
3004205,3001958,Directed,1,R1,NORTH,ADELPHI,12
3001958,3001991,Directed,1,R1,NORTH,ADELPHI,13
3001991,3002035,Directed,1,R1,NORTH,ADELPHI,14
3002035,3002053,Directed,1,R1,NORTH,ADELPHI,15
3002053,3002083,Directed,1,R1,NORTH,ADELPHI,16
3002083,3002104,Directed,1,R1,NORTH,ADELPHI,17
3002104,3002117,Directed,1,R1,NORTH,ADELPHI,18
3002117,3002156,Directed,1,R1,NORTH,ADELPHI,19
3002156,3002174,Directed,1,R1,NORTH,ADELPHI,20
3002174,3002189,Directed,1,R1,NORTH,ADELPHI,21
3002189,3002201,Directed,1,R1,NORTH,ADELPHI,22
3002201,3002255,Directed,1,R1,NORTH,ADELPHI,23
3002255,3002260,Directed,1,R1,NORTH,ADELPHI,24
3002260,3002274,Directed,1,R1,NORTH,ADELPHI,25
3002274,3002296,Directed,1,R1,NORTH,ADELPHI,26
3002296,3002340,Directed,1,R1,NORTH,ADELPHI,27
3002340,3002705,Directed,1,R1,NORTH,ADELPHI,28
3002705,3002353,Directed,1,R1,NORTH,ADELPHI,29
3002353,3002364,Directed,1,R1,NORTH,ADELPHI,30
3002364,2000283,Directed,1,R1,NORTH,ADELPHI,31
2000283,2000302,Directed,1,R1,NORTH,ADELPHI,32
2000302,2001177,Directed,1,R1,NORTH,ADELPHI,33
2001177,3002410,Directed,1,R1,NORTH,ADELPHI,34
3002410,3002706,Directed,1,R1,NORTH,ADELPHI,35
3002706,3002707,Directed,1,R1,NORTH,ADELPHI,36
3002707,3002708,Directed,1,R1,NORTH,ADELPHI,37
3002708,3002709,Directed,1,R1,NORTH,ADELPHI,38
3002709,3002710,Directed,1,R1,NORTH,ADELPHI,39
3002705,3002353,Directed,1,R1,SOUTH,FORT TOTTEN,1
3002353,3002364,Directed,1,R1,SOUTH,FORT TOTTEN,2
3002364,2000283,Directed,1,R1,SOUTH,FORT TOTTEN,3
2000283,2000302,Directed,1,R1,SOUTH,FORT TOTTEN,4
2000302,2001177,Directed,1,R1,SOUTH,FORT TOTTEN,5
2001177,3002410,Directed,1,R1,SOUTH,FORT TOTTEN,6
3002410,3002706,Directed,1,R1,SOUTH,FORT TOTTEN,7
3002706,3002707,Directed,1,R1,SOUTH,FORT TOTTEN,8
3002707,3002708,Directed,1,R1,SOUTH,FORT TOTTEN,9
3002708,3002709,Directed,1,R1,SOUTH,FORT TOTTEN,10
3002709,3002710,Directed,1,R1,SOUTH,FORT TOTTEN,11
3002710,3002343,Directed,1,R1,SOUTH,FORT TOTTEN,12
3002343,3002302,Directed,1,R1,SOUTH,FORT TOTTEN,13
3002302,3002278,Directed,1,R1,SOUTH,FORT TOTTEN,14
3002278,3002262,Directed,1,R1,SOUTH,FORT TOTTEN,15
3002262,3002254,Directed,1,R1,SOUTH,FORT TOTTEN,16
3002254,3002205,Directed,1,R1,SOUTH,FORT TOTTEN,17
3002205,3002192,Directed,1,R1,SOUTH,FORT TOTTEN,18
3002192,3002171,Directed,1,R1,SOUTH,FORT TOTTEN,19
3002171,3002151,Directed,1,R1,SOUTH,FORT TOTTEN,20
3002151,3002122,Directed,1,R1,SOUTH,FORT TOTTEN,21
3002122,3002098,Directed,1,R1,SOUTH,FORT TOTTEN,22
3002098,3002086,Directed,1,R1,SOUTH,FORT TOTTEN,23
3002086,3002057,Directed,1,R1,SOUTH,FORT TOTTEN,24
3002057,3002046,Directed,1,R1,SOUTH,FORT TOTTEN,25
